TQ,DPQ,C,OU,DI,DFT,RD,DFO,DI2,DFT2,RD2,DFO2,DI3,DFT3,RD3,DFO3
3,2,1,3,45,39,6,6,6,0,6,2,6,4,2,1
0,4,4,3,40,8,32,32,32,6,26,1,26,24,2,2
3,1,3,1,18,14,4,1,4,0,4,0,4,0,4,2
2,0,1,2,21,0,21,3,21,13,8,2,8,7,1,0
4,4,0,2,36,18,18,11,18,9,9,9,9,1,8,8
2,4,0,2,71,7,64,12,64,49,15,3,15,7,8,0
2,0,4,2,26,12,14,9,14,0,14,5,14,11,3,2
4,3,4,1,43,21,22,11,22,22,0,0,0,0,0,0
3,1,2,2,22,10,12,12,12,2,10,2,10,0,10,9
4,2,1,0,19,10,9,1,9,4,5,1,5,2,3,0
1,3,0,3,34,21,13,11,13,8,5,5,5,5,0,0
3,3,0,0,23,1,22,0,22,4,18,3,18,17,1,0
3,1,4,3,4,1,3,1,3,2,1,0,1,0,1,0
2,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0
2,3,1,2,13,1,12,0,12,2,10,4,10,9,1,0
4,1,0,1,39,31,8,4,8,5,3,0,3,1,2,0
0,3,2,0,36,9,27,11,27,5,22,8,22,19,3,2
3,3,3,2,29,4,25,23,25,2,23,2,23,4,19,2
3,0,3,4,9,8,1,1,1,1,0,0,0,0,0,0
3,2,0,1,45,0,45,21,45,43,2,1,2,2,0,0
0,0,1,1,41,10,31,7,31,9,22,21,22,2,20,13
0,2,3,2,27,18,9,3,9,4,5,2,5,2,3,1
1,2,4,0,29,7,22,16,22,11,11,11,11,6,5,5
3,1,0,3,19,1,18,2,18,17,1,0,1,0,1,0
0,2,2,3,11,7,4,2,4,2,2,2,2,2,0,0
2,3,3,1,45,0,45,21,45,23,22,16,22,2,20,2
0,1,2,2,25,1,24,8,24,1,23,9,23,8,15,10
1,2,0,4,107,82,25,5,25,21,4,3,4,0,4,2
4,0,1,0,37,32,5,3,5,1,4,3,4,3,1,1
2,1,1,4,7,2,5,1,5,1,4,1,4,2,2,0
2,3,2,3,7,2,5,1,5,0,5,1,5,0,5,4
3,4,4,0,31,5,26,4,26,10,16,6,16,13,3,1
4,2,1,2,20,15,5,3,5,1,4,0,4,1,3,1
1,0,2,1,12,3,9,1,9,3,6,2,6,1,5,0
4,4,0,2,20,16,4,3,4,1,3,2,3,0,3,2
2,2,2,4,6,6,0,0,0,0,0,0,0,0,0,0
3,2,1,1,5,5,0,0,0,0,0,0,0,0,0,0
3,1,1,4,42,35,7,4,7,2,5,2,5,3,2,2
0,0,2,0,27,6,21,7,21,4,17,7,17,7,10,0
4,1,2,0,24,14,10,10,10,8,2,2,2,2,0,0
3,2,1,0,55,35,20,10,20,19,1,1,1,0,1,1
2,3,0,0,17,10,7,1,7,5,2,0,2,1,1,0
1,0,2,1,26,3,23,9,23,4,19,17,19,1,18,9
1,4,3,4,47,30,17,7,17,3,14,6,14,3,11,2
0,2,0,4,38,6,32,13,32,18,14,7,14,4,10,1
0,4,4,4,47,11,36,26,36,19,17,4,17,4,13,7
3,0,0,1,28,8,20,13,20,10,10,10,10,6,4,3
0,2,3,3,39,27,12,3,12,2,10,2,10,10,0,0
2,4,1,1,55,9,46,36,46,30,16,10,16,2,14,5
0,0,0,1,31,16,15,4,15,3,12,6,12,4,8,6
0,4,2,3,10,0,10,9,10,4,6,4,6,3,3,3
3,1,2,2,26,8,18,10,18,2,16,11,16,7,9,8
3,2,3,3,48,39,9,6,9,9,0,0,0,0,0,0
3,2,3,0,35,17,18,7,18,5,13,8,13,4,9,0
3,3,4,0,15,13,2,0,2,1,1,0,1,0,1,0
3,1,3,3,20,7,13,3,13,5,8,2,8,7,1,1
1,4,1,2,36,12,24,8,24,12,12,12,12,10,2,2
1,4,1,2,44,40,4,4,4,4,0,0,0,0,0,0
0,2,2,2,46,29,17,3,17,8,9,3,9,1,8,6
4,0,1,2,29,8,21,4,21,3,18,18,18,8,10,9
1,0,4,0,13,0,13,3,13,4,9,7,9,6,3,1
4,1,3,2,38,33,5,4,5,0,5,1,5,0,5,0
0,0,0,1,13,10,3,1,3,2,1,0,1,1,0,0
2,1,0,0,15,4,11,2,11,5,6,4,6,0,6,4
4,0,0,3,35,5,30,29,30,1,29,8,29,14,15,7
3,1,3,4,14,1,13,0,13,6,7,3,7,5,2,1
3,1,2,0,13,6,7,0,7,7,0,0,0,0,0,0
1,3,1,0,40,19,21,14,21,21,0,0,0,0,0,0
1,1,3,3,51,10,41,33,41,1,40,7,40,24,16,9
4,3,4,3,6,0,6,3,6,1,5,1,5,2,3,2
4,0,0,1,54,42,12,12,12,8,4,4,4,3,1,1
1,2,2,4,24,18,6,2,6,3,3,1,3,2,1,1
2,4,1,3,3,3,0,0,0,0,0,0,0,0,0,0
0,4,3,0,47,37,10,6,10,6,4,3,4,0,4,2
3,3,2,0,7,6,1,0,1,0,1,1,1,0,1,1
1,3,2,4,1,0,1,0,1,0,1,1,1,0,1,1
4,2,1,3,45,3,42,22,42,3,39,33,39,33,6,6
0,4,3,3,64,19,45,8,45,5,40,7,40,35,5,2
4,0,2,1,28,4,24,3,24,7,17,5,17,14,3,3
3,2,2,1,42,41,1,1,1,0,1,1,1,0,1,0
3,2,1,4,53,8,45,26,45,35,10,10,10,10,0,0
2,3,1,1,73,0,73,64,73,53,20,12,20,4,16,11
3,1,0,2,54,15,39,9,39,36,3,2,3,3,0,0
0,3,4,4,36,15,21,12,21,14,7,5,7,4,3,3
3,3,0,2,50,6,44,24,44,22,22,12,22,10,12,3
4,3,4,2,36,0,36,11,36,22,14,9,14,0,14,2
0,3,1,3,36,2,34,23,34,6,28,19,28,5,23,1
1,3,4,0,47,27,20,1,20,15,5,2,5,5,0,0
4,3,3,3,39,1,38,9,38,13,25,12,25,9,16,10
2,0,2,1,41,39,2,0,2,1,1,0,1,0,1,1
4,2,4,1,26,25,1,0,1,0,1,1,1,0,1,1
2,0,1,1,26,8,18,9,18,3,15,1,15,1,14,14
0,3,0,4,25,18,7,7,7,1,6,1,6,1,5,2
0,1,4,2,36,7,29,20,29,25,4,0,4,0,4,2
0,4,3,1,11,7,4,1,4,0,4,3,4,1,3,2
0,4,3,1,81,26,55,28,55,13,42,20,42,35,7,2
0,1,4,2,12,4,8,2,8,4,4,3,4,1,3,2
0,4,0,2,52,31,21,11,21,18,3,2,3,1,2,0
3,1,4,3,22,20,2,1,2,0,2,1,2,0,2,1
2,2,0,0,7,1,6,6,6,6,0,0,0,0,0,0
0,1,0,3,25,14,11,8,11,2,9,2,9,4,5,0
1,2,3,3,57,2,55,11,55,49,6,1,6,2,4,3
3,1,2,4,41,34,7,7,7,5,2,1,2,2,0,0
0,2,2,2,29,5,24,7,24,16,8,8,8,5,3,2
4,4,4,4,72,22,50,2,50,24,26,10,26,13,13,1
4,1,1,4,12,1,11,8,11,2,9,1,9,4,5,1
1,4,4,1,49,28,21,10,21,15,6,1,6,2,4,0
0,1,4,2,31,6,25,14,25,7,18,9,18,9,9,3
0,2,4,3,27,15,12,3,12,5,7,4,7,1,6,0
1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0
2,1,1,4,62,35,27,0,27,16,11,10,11,11,0,0
3,0,0,1,52,6,46,40,46,29,17,11,17,15,2,0
2,4,3,4,52,43,9,2,9,6,3,3,3,1,2,2
3,1,3,2,19,11,8,3,8,4,4,0,4,2,2,0
0,3,2,3,35,10,25,12,25,1,24,15,24,0,24,10
2,0,2,2,43,15,28,17,28,22,6,3,6,3,3,0
2,0,1,4,26,25,1,0,1,0,1,0,1,1,0,0
0,3,0,2,25,10,15,7,15,0,15,11,15,1,14,0
2,4,2,1,31,6,25,17,25,2,23,2,23,8,15,5
4,4,1,3,18,2,16,4,16,7,9,3,9,6,3,1
4,3,2,2,47,11,36,13,36,21,15,12,15,1,14,14
4,4,4,0,22,7,15,14,15,4,11,8,11,10,1,0
0,3,4,1,43,28,15,7,15,6,9,3,9,5,4,2
1,3,2,3,50,33,17,11,17,6,11,6,11,9,2,0
3,2,4,1,14,2,12,9,12,5,7,0,7,6,1,0
1,1,1,1,42,14,28,13,28,8,20,1,20,1,19,17
1,1,0,1,30,6,24,2,24,11,13,4,13,4,9,1
0,2,3,3,29,23,6,6,6,3,3,1,3,2,1,0
0,1,3,3,63,22,41,3,41,19,22,3,22,13,9,4
1,3,1,3,14,0,14,2,14,2,12,3,12,10,2,2
1,0,0,4,48,44,4,0,4,2,2,0,2,2,0,0
0,0,4,0,25,17,8,0,8,4,4,1,4,0,4,2
1,3,1,0,26,11,15,2,15,15,0,0,0,0,0,0
0,3,4,1,42,13,29,16,29,28,1,0,1,1,0,0
2,0,1,1,38,18,20,4,20,7,13,10,13,4,9,6
2,0,2,1,30,18,12,6,12,4,8,0,8,4,4,3
2,3,1,3,37,2,35,28,35,23,12,5,12,3,9,5
3,1,4,4,70,21,49,26,49,26,23,8,23,15,8,6
0,1,2,2,20,14,6,2,6,5,1,1,1,1,0,0
1,4,2,0,21,16,5,2,5,5,0,0,0,0,0,0
2,1,4,2,31,27,4,4,4,3,1,0,1,1,0,0
0,2,1,3,18,6,12,9,12,5,7,2,7,1,6,0
3,1,0,2,28,0,28,1,28,6,22,18,22,22,0,0
2,1,1,2,67,11,56,12,56,49,7,2,7,2,5,1
3,1,4,3,34,16,18,13,18,13,5,5,5,2,3,0
2,1,4,3,51,23,28,18,28,22,6,2,6,5,1,1
1,3,2,0,47,4,43,32,43,18,25,11,25,3,22,10
1,0,2,3,57,29,28,8,28,17,11,6,11,7,4,4
2,1,2,2,74,12,62,61,62,34,28,23,28,14,14,2
4,0,4,3,14,3,11,2,11,7,4,0,4,1,3,2
3,4,4,3,11,6,5,4,5,2,3,1,3,0,3,3
3,2,4,2,10,4,6,6,6,1,5,2,5,0,5,5
1,2,1,3,66,63,3,2,3,1,2,1,2,1,1,0
2,3,2,1,22,3,19,2,19,3,16,9,16,13,3,2
4,1,3,3,23,17,6,0,6,0,6,0,6,1,5,3
0,2,3,0,42,37,5,3,5,4,1,0,1,0,1,0
2,4,4,4,44,15,29,18,29,28,1,1,1,1,0,0
4,2,1,1,23,10,13,11,13,4,9,1,9,9,0,0
0,3,0,2,61,37,24,15,24,6,18,13,18,15,3,3
2,2,3,1,5,3,2,1,2,1,1,1,1,0,1,1
3,3,2,1,66,55,11,5,11,4,7,0,7,4,3,1
3,0,0,3,5,1,4,3,4,2,2,0,2,2,0,0
3,2,2,4,20,3,17,16,17,12,5,1,5,0,5,5
1,1,0,2,85,23,62,57,62,7,55,15,55,17,38,37
3,4,4,3,49,33,16,11,16,5,11,4,11,5,6,6
3,2,3,0,25,18,7,7,7,7,0,0,0,0,0,0
2,0,2,4,6,5,1,1,1,1,0,0,0,0,0,0
2,4,4,0,12,12,0,0,0,0,0,0,0,0,0,0
0,1,1,4,74,29,45,27,45,0,45,40,45,18,27,15
0,3,1,1,9,3,6,2,6,4,2,1,2,2,0,0
0,3,3,1,55,1,54,30,54,17,37,13,37,32,5,1
2,4,3,4,49,2,47,29,47,2,45,5,45,14,31,16
4,0,3,4,9,5,4,2,4,0,4,0,4,2,2,0
4,1,0,2,5,1,4,2,4,2,2,2,2,0,2,1
0,2,1,4,47,16,31,26,31,23,8,4,8,1,7,7
1,3,0,0,31,4,27,19,27,5,22,20,22,3,19,18
2,0,1,0,52,7,45,26,45,11,34,28,34,18,16,6
4,0,0,4,25,23,2,1,2,2,0,0,0,0,0,0
0,0,4,4,38,26,12,10,12,6,6,3,6,0,6,1
2,2,1,2,13,2,11,6,11,4,7,6,7,3,4,4
3,1,0,1,29,27,2,0,2,0,2,2,2,0,2,1
4,2,3,4,41,1,40,31,40,8,32,13,32,3,29,14
1,3,3,4,22,6,16,10,16,8,8,0,8,4,4,3
3,4,3,0,52,39,13,12,13,9,4,2,4,0,4,0
2,2,0,3,29,2,27,21,27,20,7,4,7,2,5,4
1,0,4,0,17,14,3,1,3,3,0,0,0,0,0,0
3,4,2,2,5,3,2,1,2,1,1,0,1,1,0,0
2,1,0,1,30,20,10,0,10,2,8,8,8,0,8,2
0,4,3,2,23,9,14,8,14,5,9,9,9,8,1,0
4,3,3,1,29,22,7,1,7,6,1,0,1,1,0,0
3,2,2,3,12,0,12,3,12,10,2,0,2,0,2,2
3,1,2,3,18,7,11,11,11,11,0,0,0,0,0,0
4,2,0,1,39,1,38,10,38,7,31,13,31,5,26,25
4,3,0,4,26,16,10,1,10,10,0,0,0,0,0,0
1,4,2,1,40,11,29,28,29,23,6,5,6,0,6,2
3,3,1,0,44,28,16,3,16,1,15,4,15,0,15,6
4,3,4,2,56,39,17,3,17,14,3,2,3,3,0,0
3,0,2,2,20,18,2,2,2,0,2,1,2,0,2,1
4,0,2,1,17,1,16,16,16,5,11,8,11,3,8,2
1,2,0,4,10,4,6,4,6,6,0,0,0,0,0,0
3,4,2,1,49,48,1,1,1,0,1,1,1,1,0,0
4,2,2,4,38,15,23,11,23,3,20,20,20,4,16,12
4,4,3,0,90,16,74,59,74,62,12,1,12,3,9,3
3,3,2,0,6,5,1,1,1,0,1,1,1,1,0,0
0,1,4,3,3,2,1,0,1,0,1,0,1,0,1,0
0,1,0,1,42,3,39,24,39,12,27,1,27,3,24,22
0,4,3,3,3,0,3,2,3,2,1,1,1,0,1,1
0,1,4,2,47,25,22,13,22,11,11,10,11,9,2,1
0,0,2,2,22,10,12,10,12,8,4,4,4,4,0,0
2,1,3,1,18,11,7,1,7,3,4,2,4,0,4,4
1,0,1,1,30,22,8,6,8,8,0,0,0,0,0,0
0,3,0,2,36,27,9,7,9,2,7,6,7,2,5,1
3,2,4,3,22,21,1,0,1,1,0,0,0,0,0,0
1,1,1,3,44,43,1,0,1,0,1,0,1,1,0,0
1,1,2,2,43,36,7,4,7,4,3,2,3,1,2,2
2,4,3,1,44,37,7,7,7,6,1,1,1,0,1,0
1,3,2,4,36,5,31,16,31,19,12,10,12,7,5,3
3,3,2,4,62,40,22,21,22,4,18,15,18,18,0,0
4,3,3,3,24,10,14,8,14,4,10,2,10,8,2,1
2,2,1,1,31,4,27,23,27,18,9,9,9,1,8,5
3,1,1,3,34,29,5,1,5,4,1,1,1,0,1,0
4,2,3,2,65,19,46,35,46,31,15,13,15,10,5,4
4,4,4,4,7,3,4,4,4,1,3,3,3,2,1,0
3,0,1,3,7,5,2,0,2,1,1,0,1,1,0,0
3,4,4,1,31,14,17,14,17,17,0,0,0,0,0,0
1,4,4,0,58,3,55,14,55,32,23,9,23,16,7,0
0,3,1,3,48,1,47,12,47,25,22,1,22,21,1,1
4,3,0,0,41,8,33,12,33,9,24,16,24,9,15,14
1,1,3,1,34,11,23,0,23,8,15,8,15,12,3,2
2,2,1,2,27,14,13,6,13,3,10,6,10,10,0,0
0,1,0,2,41,18,23,5,23,20,3,0,3,0,3,0
3,2,2,1,57,7,50,22,50,30,20,7,20,16,4,4
1,4,2,2,34,15,19,19,19,12,7,6,7,4,3,2
1,3,4,3,68,24,44,14,44,8,36,19,36,16,20,12
4,2,1,3,19,6,13,6,13,0,13,2,13,7,6,5
4,0,0,4,33,22,11,8,11,5,6,2,6,1,5,5
2,0,0,3,54,19,35,15,35,4,31,11,31,27,4,3
4,3,4,4,40,3,37,21,37,14,23,14,23,11,12,2
3,0,4,2,23,1,22,18,22,19,3,3,3,2,1,0
1,1,0,2,51,3,48,8,48,20,28,16,28,23,5,5
1,2,3,3,27,25,2,1,2,1,1,0,1,0,1,1
4,2,1,4,65,43,22,1,22,3,19,16,19,8,11,8
1,1,4,1,44,17,27,15,27,20,7,2,7,4,3,2
0,1,4,0,48,13,35,29,35,0,35,3,35,34,1,1
3,2,2,0,34,16,18,13,18,3,15,6,15,2,13,10
2,4,3,0,71,14,57,39,57,47,10,0,10,2,8,0
4,0,2,3,46,25,21,3,21,3,18,2,18,11,7,0
3,1,1,3,26,10,16,0,16,16,0,0,0,0,0,0
3,2,4,1,29,12,17,1,17,0,17,6,17,11,6,6
0,3,3,3,27,2,25,9,25,20,5,5,5,2,3,0
0,1,3,4,10,3,7,4,7,0,7,3,7,2,5,3
4,2,3,0,36,31,5,5,5,0,5,1,5,2,3,1
0,3,3,2,24,9,15,13,15,11,4,2,4,4,0,0
4,3,2,0,47,0,47,20,47,31,16,8,16,16,0,0
2,3,1,3,31,0,31,24,31,21,10,5,10,10,0,0
2,3,4,2,34,16,18,0,18,12,6,3,6,0,6,1
3,4,0,3,17,16,1,0,1,1,0,0,0,0,0,0
4,3,4,1,57,1,56,40,56,3,53,27,53,16,37,17
2,1,2,3,40,24,16,0,16,0,16,8,16,5,11,11
2,2,1,0,5,4,1,0,1,1,0,0,0,0,0,0
0,0,1,2,55,23,32,13,32,29,3,1,3,2,1,1
2,3,3,4,36,27,9,2,9,9,0,0,0,0,0,0
4,2,2,0,77,70,7,0,7,3,4,0,4,1,3,0
3,0,0,1,30,27,3,0,3,0,3,2,3,1,2,0
1,4,2,1,41,28,13,1,13,4,9,5,9,3,6,3
1,3,1,2,22,15,7,3,7,1,6,3,6,0,6,6
0,4,1,3,17,0,17,13,17,5,12,2,12,7,5,4
0,4,1,4,3,0,3,1,3,3,0,0,0,0,0,0
1,0,2,1,35,8,27,15,27,10,17,16,17,8,9,0
0,1,4,0,5,1,4,1,4,0,4,3,4,2,2,2
0,0,1,0,46,19,27,14,27,12,15,4,15,5,10,2
1,1,0,2,48,39,9,7,9,8,1,0,1,0,1,1
4,0,1,3,49,9,40,15,40,7,33,12,33,8,25,21
0,2,0,0,59,56,3,0,3,1,2,1,2,1,1,0
3,2,0,2,27,5,22,16,22,0,22,7,22,8,14,6
0,3,3,0,28,28,0,0,0,0,0,0,0,0,0,0
0,2,2,3,47,41,6,0,6,2,4,4,4,0,4,0
0,3,3,4,13,9,4,0,4,4,0,0,0,0,0,0
0,2,3,1,5,1,4,1,4,3,1,1,1,1,0,0
4,3,0,4,22,7,15,9,15,13,2,0,2,1,1,0
1,3,3,4,24,19,5,3,5,1,4,0,4,4,0,0
3,0,4,3,51,19,32,5,32,5,27,12,27,23,4,0
3,2,2,4,22,10,12,11,12,0,12,9,12,3,9,5
0,1,1,4,52,26,26,3,26,19,7,5,7,1,6,3
0,4,4,4,4,0,4,2,4,0,4,4,4,1,3,0
3,1,4,2,68,18,50,50,50,31,19,6,19,4,15,6
3,2,3,2,51,13,38,3,38,32,6,1,6,2,4,2
0,2,2,0,28,17,11,0,11,2,9,7,9,9,0,0
1,4,1,2,47,20,27,26,27,19,8,6,8,4,4,3
0,3,1,2,60,3,57,19,57,6,51,44,51,47,4,1
0,1,4,2,65,22,43,27,43,4,39,27,39,5,34,27
4,2,0,3,11,10,1,0,1,0,1,0,1,1,0,0
1,1,4,2,14,4,10,5,10,5,5,3,5,0,5,2
4,4,4,3,20,5,15,11,15,13,2,1,2,0,2,0
1,3,3,3,20,12,8,6,8,3,5,2,5,5,0,0
3,4,4,2,40,28,12,4,12,0,12,4,12,5,7,7
1,4,2,2,21,10,11,8,11,9,2,2,2,0,2,0
0,3,2,2,56,17,39,39,39,14,25,19,25,23,2,1
4,3,4,2,27,12,15,13,15,0,15,10,15,1,14,10
2,2,2,2,14,1,13,7,13,0,13,11,13,1,12,7
2,1,2,0,12,9,3,0,3,3,0,0,0,0,0,0
4,4,4,1,13,9,4,1,4,3,1,0,1,1,0,0
2,2,0,0,23,12,11,5,11,0,11,6,11,10,1,1
4,0,3,0,32,7,25,22,25,14,11,6,11,8,3,0
2,4,0,0,7,4,3,2,3,1,2,1,2,2,0,0
4,1,1,4,4,0,4,0,4,2,2,0,2,2,0,0
4,3,1,3,3,1,2,0,2,2,0,0,0,0,0,0
1,1,0,3,16,8,8,4,8,1,7,1,7,6,1,0
0,2,2,0,60,8,52,35,52,39,13,0,13,11,2,0
3,4,1,1,55,41,14,14,14,7,7,3,7,2,5,0
1,0,0,3,14,14,0,0,0,0,0,0,0,0,0,0
2,1,3,4,20,16,4,1,4,3,1,1,1,1,0,0
0,4,3,3,32,23,9,5,9,4,5,4,5,0,5,0
1,3,3,4,32,4,28,26,28,2,26,7,26,25,1,0
0,1,2,2,55,22,33,26,33,33,0,0,0,0,0,0
0,3,1,2,58,18,40,23,40,5,35,18,35,7,28,21
1,3,2,1,52,30,22,20,22,6,16,16,16,6,10,0
2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2,4,4,4,23,8,15,4,15,6,9,8,9,7,2,0
2,2,3,1,42,2,40,16,40,22,18,2,18,11,7,5
4,1,2,0,25,19,6,1,6,4,2,0,2,1,1,1
3,3,4,1,58,54,4,3,4,4,0,0,0,0,0,0
1,1,3,2,21,1,20,14,20,6,14,0,14,8,6,1
3,1,1,3,43,43,0,0,0,0,0,0,0,0,0,0
4,2,3,0,60,31,29,21,29,5,24,19,24,18,6,6
1,2,4,0,57,38,19,5,19,5,14,0,14,14,0,0
1,3,3,4,32,22,10,9,10,6,4,2,4,1,3,0
3,0,3,2,33,17,16,12,16,15,1,1,1,0,1,0
2,4,2,2,43,15,28,1,28,7,21,14,21,12,9,1
1,1,0,4,54,16,38,13,38,35,3,1,3,3,0,0
1,3,3,4,43,17,26,11,26,10,16,3,16,0,16,14
1,4,0,0,45,42,3,3,3,1,2,2,2,2,0,0
1,1,2,4,6,5,1,0,1,0,1,1,1,0,1,0
2,4,0,0,13,10,3,0,3,1,2,1,2,1,1,1
1,1,4,3,31,10,21,4,21,1,20,17,20,6,14,6
0,2,2,1,10,2,8,3,8,8,0,0,0,0,0,0
2,0,2,2,32,6,26,26,26,19,7,0,7,2,5,3
3,4,3,1,55,53,2,2,2,2,0,0,0,0,0,0
2,2,4,0,54,31,23,15,23,2,21,12,21,21,0,0
4,1,3,1,20,12,8,3,8,0,8,3,8,2,6,5
0,3,4,2,19,1,18,5,18,1,17,1,17,2,15,10
4,3,2,1,32,24,8,2,8,5,3,2,3,3,0,0
4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,4,3,3,32,25,7,2,7,5,2,2,2,2,0,0
4,2,0,1,6,5,1,0,1,0,1,0,1,1,0,0
4,4,1,2,43,41,2,1,2,2,0,0,0,0,0,0
0,3,1,4,56,25,31,26,31,31,0,0,0,0,0,0
3,3,1,4,8,5,3,2,3,1,2,2,2,0,2,0
4,4,1,1,26,16,10,3,10,5,5,1,5,1,4,3
0,4,3,3,35,32,3,1,3,2,1,0,1,0,1,1
1,4,4,1,5,3,2,1,2,0,2,0,2,0,2,0
0,2,2,4,5,1,4,4,4,4,0,0,0,0,0,0
4,0,4,2,13,8,5,2,5,3,2,2,2,0,2,1
3,2,4,4,19,19,0,0,0,0,0,0,0,0,0,0
4,4,2,0,17,4,13,9,13,0,13,2,13,4,9,2
3,1,0,0,33,31,2,2,2,1,1,1,1,1,0,0
2,4,0,0,28,27,1,1,1,1,0,0,0,0,0,0
4,3,0,1,73,39,34,12,34,5,29,2,29,21,8,1
2,4,1,1,33,26,7,3,7,3,4,4,4,1,3,1
3,3,0,3,26,25,1,1,1,0,1,0,1,1,0,0
3,1,2,0,33,33,0,0,0,0,0,0,0,0,0,0
1,0,4,4,50,49,1,1,1,1,0,0,0,0,0,0
3,3,0,4,59,44,15,8,15,5,10,8,10,5,5,4
0,0,4,3,22,9,13,10,13,4,9,3,9,7,2,1
1,4,0,3,46,24,22,9,22,6,16,5,16,6,10,2
2,2,4,4,18,6,12,5,12,1,11,0,11,5,6,3
0,0,1,0,24,7,17,13,17,11,6,2,6,0,6,4
1,0,3,2,14,1,13,0,13,1,12,5,12,12,0,0
2,2,3,2,37,24,13,10,13,2,11,5,11,10,1,1
1,1,4,4,55,20,35,21,35,4,31,17,31,22,9,7
1,1,3,4,71,66,5,4,5,4,1,0,1,1,0,0
2,4,1,3,42,41,1,0,1,1,0,0,0,0,0,0
3,1,3,3,20,7,13,6,13,12,1,0,1,1,0,0
3,2,3,2,53,2,51,13,51,18,33,23,33,30,3,3
4,0,3,2,30,2,28,6,28,17,11,7,11,8,3,0
2,2,2,4,13,7,6,2,6,5,1,1,1,0,1,0
0,3,4,4,25,12,13,2,13,12,1,0,1,0,1,0
2,3,4,0,21,0,21,17,21,17,4,4,4,0,4,0
0,3,1,4,64,23,41,19,41,16,25,1,25,14,11,11
0,4,1,2,31,8,23,18,23,8,15,15,15,1,14,11
4,4,2,0,37,5,32,0,32,7,25,20,25,15,10,8
0,0,1,2,39,31,8,0,8,4,4,4,4,4,0,0
4,0,1,1,20,0,20,20,20,14,6,0,6,5,1,0
2,2,0,0,20,2,18,0,18,9,9,2,9,8,1,0
1,4,0,0,22,4,18,10,18,3,15,14,15,5,10,0
2,4,3,0,17,8,9,9,9,1,8,6,8,3,5,2
0,0,2,0,26,12,14,10,14,14,0,0,0,0,0,0
3,2,1,3,39,33,6,3,6,4,2,2,2,0,2,2
4,4,1,3,32,29,3,2,3,0,3,2,3,0,3,3
1,1,1,0,90,83,7,3,7,5,2,1,2,2,0,0
1,3,0,0,18,4,14,14,14,2,12,8,12,1,11,5
3,0,1,1,68,65,3,1,3,3,0,0,0,0,0,0
1,1,3,4,28,22,6,4,6,5,1,1,1,0,1,1
2,2,4,1,31,29,2,0,2,0,2,2,2,0,2,0
0,1,2,1,29,5,24,24,24,3,21,1,21,11,10,8
4,2,3,4,20,20,0,0,0,0,0,0,0,0,0,0
1,0,4,1,56,43,13,6,13,11,2,1,2,1,1,1
0,4,4,4,49,6,43,10,43,36,7,4,7,2,5,1
3,1,3,0,30,26,4,4,4,1,3,2,3,3,0,0
4,2,4,2,24,0,24,3,24,11,13,12,13,2,11,0
0,4,3,3,32,21,11,1,11,9,2,2,2,1,1,0
1,2,0,0,6,1,5,4,5,5,0,0,0,0,0,0
4,1,1,1,26,10,16,16,16,12,4,2,4,1,3,3
2,3,2,3,35,8,27,16,27,4,23,4,23,12,11,0
4,1,2,2,29,14,15,2,15,0,15,4,15,15,0,0
0,4,2,4,17,2,15,0,15,5,10,4,10,7,3,0
2,0,1,1,85,54,31,4,31,9,22,10,22,0,22,4
0,0,2,3,9,8,1,0,1,0,1,1,1,0,1,0
0,1,1,4,24,5,19,9,19,12,7,2,7,2,5,5
1,0,2,4,60,53,7,6,7,6,1,1,1,0,1,0
3,2,1,0,13,10,3,1,3,0,3,1,3,0,3,2
1,0,4,3,41,17,24,9,24,0,24,21,24,20,4,4
1,3,0,1,54,54,0,0,0,0,0,0,0,0,0,0
3,0,1,1,33,13,20,11,20,0,20,3,20,16,4,0
2,4,3,3,51,30,21,3,21,13,8,4,8,7,1,0
1,3,2,4,51,0,51,1,51,6,45,10,45,2,43,9
3,3,4,3,74,19,55,41,55,26,29,16,29,5,24,5
4,2,0,1,32,31,1,1,1,1,0,0,0,0,0,0
1,4,2,3,25,19,6,3,6,5,1,0,1,0,1,0
1,0,1,2,9,8,1,0,1,1,0,0,0,0,0,0
1,0,2,2,23,6,17,7,17,17,0,0,0,0,0,0
1,1,2,0,18,13,5,2,5,2,3,3,3,2,1,1
3,1,2,4,29,22,7,1,7,6,1,0,1,0,1,1
4,4,0,2,22,5,17,16,17,11,6,3,6,5,1,0
4,4,4,3,54,34,20,1,20,6,14,6,14,10,4,1
1,2,3,2,17,1,16,11,16,15,1,1,1,1,0,0
2,3,0,0,24,21,3,1,3,3,0,0,0,0,0,0
0,1,4,3,30,18,12,4,12,7,5,4,5,0,5,3
2,1,0,1,25,11,14,5,14,14,0,0,0,0,0,0
3,2,4,1,8,6,2,2,2,2,0,0,0,0,0,0
0,3,3,4,29,9,20,16,20,17,3,2,3,2,1,0
3,4,0,3,54,42,12,1,12,4,8,5,8,7,1,0
1,1,4,4,34,23,11,8,11,8,3,0,3,0,3,1
4,0,0,4,22,9,13,9,13,3,10,10,10,3,7,6
4,1,0,0,13,3,10,6,10,0,10,6,10,3,7,4
